Row Labels,Min of Effective_Start_Date__c,Max of Effective_End_Date__c,Max of Effective_Start_Date__c,Current State,placeholder
0013a00001frgZpAAI,1/17/2020,3/16/2022,3/17/2021,Renewable,1
0013a00001frhPkAAI,1/6/2020,1/5/2023,1/6/2020,Renewable,1
0013a00001frhSFAAY,1/3/2020,1/2/2025,1/3/2022,Renewable,1
0013a00001frhV9AAI,1/20/2020,1/19/2023,1/20/2020,Renewable,1
0013a00001frK6MAAU,4/29/2020,4/28/2023,4/29/2020,Renewable,1
0013a00001frKx1AAE,1/6/2020,1/5/2023,1/6/2020,Renewable,1
0013a00001frMHCAA2,8/6/2020,11/5/2023,11/6/2020,Renewable,1
0013a00001frmzAAAQ,1/20/2020,1/19/2023,1/20/2020,Renewable,1
0013a00001frNx4AAE,12/31/2019,12/30/2022,12/31/2019,Renewable,1
0013a00001frpVDAAY,1/28/2020,1/27/2021,1/28/2020,Renewable,1
0013a00001frtJpAAI,4/1/2020,3/31/2023,4/1/2020,Renewable,1
0013a00001fspLRAAY,2/20/2020,,2/20/2020,Evergreen,0
0013a00001fspT1AAI,1/15/2020,1/14/2023,1/15/2020,Renewable,1
0013a00001fss2XAAQ,1/8/2020,1/8/2024,1/9/2021,Renewable,1
0013a00001fsUkhAAE,1/14/2020,,1/14/2020,Evergreen,0
0013a00001fsw3oAAA,1/10/2020,1/9/2022,1/10/2021,Renewable,1
0013a00001ftAUvAAM,1/10/2020,1/9/2024,1/10/2021,Renewable,1
0013a00001ftAuZAAU,1/10/2020,12/31/2023,10/15/2021,Renewable,1
0013a00001ftDKZAA2,1/10/2020,1/9/2023,1/10/2020,Renewable,1
0013a00001ftItKAAU,3/29/2020,3/28/2023,3/29/2020,Renewable,1
0013a00001ftJd8AAE,1/10/2020,11/21/2023,11/22/2020,Evergreen,0
0013a00001ftJXoAAM,1/14/2020,1/13/2021,1/14/2020,Renewable,1
0013a00001gMzn1AAC,1/12/2020,1/12/2024,1/13/2021,Renewable,1
0013a00001gN4G4AAK,1/13/2020,1/12/2023,1/13/2022,Renewable,1
0013a00001gN73wAAC,2/13/2020,2/12/2024,2/13/2021,Renewable,1
0013a00001gN7uRAAS,10/3/2018,9/30/2023,6/3/2021,Renewable,1
0013a00001gNbBlAAK,3/31/2020,3/30/2023,3/31/2022,Renewable,1
0013a00001gNBGgAAO,1/27/2020,1/26/2023,1/19/2021,Renewable,1
0013a00001gNdshAAC,2/6/2020,2/5/2024,2/6/2021,Renewable,1
0013a00001gNGtDAAW,5/9/2018,,5/9/2018,Evergreen,0
0013a00001gNifIAAS,1/27/2020,4/27/2023,1/27/2020,Renewable,1
0013a00001gNJkOAAW,1/17/2020,1/16/2025,1/17/2022,Renewable,1
0013a00001gNkaUAAS,4/1/2020,8/31/2025,7/1/2024,Renewable,1
0013a00001gNKdXAAW,1/29/2020,1/28/2023,1/29/2020,Renewable,1
0013a00001gNkJ9AAK,2/6/2020,10/15/2023,6/16/2021,Renewable,1
0013a00001gNko2AAC,10/19/2018,10/19/2019,10/19/2018,Renewable,1
0013a00001gNLHwAAO,1/14/2020,1/13/2024,1/14/2021,Renewable,1
0013a00001gNmKxAAK,1/31/2020,1/30/2023,1/31/2020,Renewable,1
0013a00001gNNSOAA4,1/30/2020,1/29/2024,9/17/2021,Renewable,1
0013a00001gNogMAAS,1/16/2020,1/15/2022,1/16/2021,Renewable,1
0013a00001gNOIZAA4,1/14/2020,1/13/2025,1/14/2022,Renewable,1
0013a00001gNQgdAAG,1/17/2020,1/16/2024,1/17/2021,Renewable,1
0013a00001gNrlWAAS,1/31/2020,1/30/2024,1/31/2022,Renewable,1
0013a00001gNsmYAAS,3/24/2020,3/23/2023,3/24/2020,Renewable,1
0013a00001gNUwYAAW,1/17/2020,,1/17/2020,Evergreen,0
0013a00001gNYZkAAO,10/30/2020,10/29/2023,10/30/2020,Renewable,1
0013a00001gNznOAAS,1/17/2020,1/16/2021,1/17/2020,Renewable,1
0013a00001gO4mIAAS,1/29/2020,1/28/2024,1/29/2021,Renewable,1
0013a00001gO5JEAA0,6/22/2020,6/21/2023,3/26/2021,Renewable,1
0013a00001gO6v4AAC,8/16/2021,9/15/2024,9/16/2021,Renewable,1
0013a00001gO6zfAAC,1/17/2020,2/16/2023,10/27/2020,Renewable,1
0013a00001gO82BAAS,2/18/2020,2/17/2023,2/18/2020,Renewable,1
0013a00001gOfMjAAK,1/23/2020,1/22/2024,1/23/2021,Renewable,1
0013a00001gOnPuAAK,4/11/2020,4/10/2023,4/11/2020,Renewable,1
0013a00001gOogvAAC,1/28/2020,6/4/2023,6/5/2020,Renewable,1
0013a00001gOoM2AAK,1/21/2020,1/20/2024,1/21/2021,Renewable,1
0013a00001gOq0XAAS,1/24/2020,,1/24/2020,Evergreen,0
0013a00001gOsg2AAC,1/21/2020,1/21/2024,1/22/2021,Renewable,1
0013a00001gOunLAAS,3/1/2020,2/28/2023,3/1/2020,Renewable,1
0013a00001gOXcZAAW,1/20/2020,1/19/2020,1/20/2020,Renewable,1
0013a00001gOXqRAAW,1/20/2020,1/19/2023,1/20/2022,Renewable,1
0013a00001gOXuEAAW,2/6/2020,2/5/2023,2/6/2020,Renewable,1
0013a00001gP1oqAAC,1/30/2020,1/29/2024,1/30/2021,Renewable,1
0013a00001gP6gMAAS,3/3/2020,3/2/2022,3/3/2021,Renewable,1
0013a00001gP6YwAAK,1/31/2020,1/30/2023,1/31/2020,Renewable,1
0013a00001gP7nbAAC,1/31/2020,1/30/2024,1/31/2021,Renewable,1
0013a00001gP82RAAS,1/23/2020,1/22/2023,1/23/2020,Renewable,1
0013a00001gP8P6AAK,1/23/2020,1/22/2022,1/10/2022,Renewable,1
0013a00001gPGHxAAO,2/3/2020,10/2/2021,10/3/2021,Renewable,1
0013a00001gPGL6AAO,1/23/2020,1/23/2024,3/2/2021,Renewable,1
0013a00001gPHbUAAW,1/23/2020,1/22/2024,1/23/2021,Renewable,1
0013a00001gPIXnAAO,3/24/2020,3/23/2023,3/24/2020,Renewable,1
0013a00001gPKf1AAG,2/1/2020,1/31/2023,2/1/2021,Renewable,1
0013a00001gPLDhAAO,3/6/2020,3/5/2022,3/6/2020,Renewable,1
0013a00001gPR1jAAG,1/31/2020,1/30/2023,1/31/2020,Renewable,1
0013a00001gPR8pAAG,1/29/2020,,1/29/2020,Evergreen,0
0013a00001gPVawAAG,1/24/2020,1/23/2023,2/28/2020,Renewable,1
0013a00001gPwrKAAS,1/27/2020,,1/27/2020,Evergreen,0
0013a00001gPWrKAAW,11/30/2020,11/29/2023,11/30/2020,Renewable,1
0013a00001gQ0JBAA0,2/24/2021,5/23/2024,7/9/2021,Renewable,1
0013a00001gQ2ihAAC,5/21/2020,5/20/2024,5/21/2021,Renewable,1
0013a00001gQ3B0AAK,1/27/2020,1/26/2023,1/27/2020,Renewable,1
0013a00001gQ3FHAA0,1/28/2020,1/27/2021,1/28/2020,Renewable,1
0013a00001gQ3tbAAC,1/29/2020,1/28/2023,1/29/2020,Renewable,1
0013a00001gQ50JAAS,10/13/2020,1/18/2024,1/19/2021,Renewable,1
0013a00001gQakrAAC,10/25/2021,10/24/2024,10/25/2021,Renewable,1
0013a00001gQDymAAG,2/10/2020,1/12/2025,1/17/2022,Renewable,1
0013a00001gQF8YAAW,2/3/2020,,2/3/2020,Evergreen,0
0013a00001gQFQSAA4,3/24/2020,3/23/2024,3/24/2021,Renewable,1
0013a00001gQhFOAA0,9/27/2021,9/26/2024,2/10/2022,Renewable,1
0013a00001gQhnGAAS,4/3/2020,4/2/2023,4/3/2020,Renewable,1
0013a00001gQJ89AAG,3/13/2020,3/12/2023,3/13/2020,Renewable,1
0013a00001gQK9yAAG,1/28/2020,1/27/2023,1/28/2020,Renewable,1
0013a00001gQKemAAG,3/4/2020,3/3/2024,2/10/2022,Renewable,1
0013a00001gQnrqAAC,2/4/2020,2/3/2023,2/4/2020,Renewable,1
0013a00001gQnWnAAK,2/10/2020,3/9/2023,2/10/2020,Renewable,1
0013a00001gQoEQAA0,1/30/2020,1/30/2023,1/9/2021,Renewable,1
0013a00001gQspSAAS,3/11/2020,2/12/2024,2/4/2022,Renewable,1
0013a00001gQTozAAG,9/16/2020,9/15/2023,9/16/2020,Renewable,1
0013a00001gQvf2AAC,1/31/2020,1/30/2023,1/31/2020,Renewable,1
0013a00001gQVfrAAG,7/22/2020,12/22/2023,10/22/2021,Renewable,1
0013a00001gQvKTAA0,2/11/2020,2/10/2023,2/11/2020,Renewable,1
0013a00001gQvLHAA0,4/10/2020,4/9/2023,6/18/2021,Renewable,1
0013a00001gQW71AAG,1/29/2020,1/28/2023,12/31/2020,Renewable,1
0013a00001gQZJVAA4,1/29/2020,,1/29/2020,Evergreen,0
0013a00001gQZp2AAG,1/30/2020,1/29/2023,1/30/2020,Renewable,1
0013a00001gui4CAAQ,2/4/2020,11/22/2023,7/6/2021,Renewable,1
0013a00001guiLXAAY,2/13/2020,2/12/2024,2/13/2021,Renewable,1
0013a00001guJhAAAU,1/31/2020,1/30/2022,1/31/2020,Renewable,1
0013a00001guKlSAAU,3/31/2021,5/30/2024,1/26/2022,Renewable,1
0013a00001guLXCAA2,1/31/2020,1/30/2023,1/31/2020,Renewable,1
0013a00001guOApAAM,4/28/2020,4/27/2023,4/28/2020,Renewable,1
0013a00001guoFjAAI,8/28/2020,8/27/2023,8/28/2020,Renewable,1
0013a00001gupk4AAA,5/21/2020,5/20/2023,2/1/2021,Renewable,1
0013a00001guqpKAAQ,2/4/2020,2/3/2023,2/4/2020,Renewable,1
0013a00001gurC4AAI,3/26/2020,4/23/2022,4/24/2021,Renewable,1
0013a00001gv3AmAAI,2/4/2020,3/3/2021,3/4/2021,Renewable,1
0013a00001gv3X2AAI,12/15/2017,,12/15/2017,Evergreen,0
0013a00001gv4loAAA,5/29/2020,5/28/2022,5/29/2021,Renewable,1
0013a00001gv7GPAAY,3/12/2020,3/11/2024,3/12/2021,Renewable,1
0013a00001gvBuBAAU,3/10/2021,5/23/2022,6/14/2021,Renewable,1
0013a00001gvBXbAAM,2/6/2020,2/5/2023,5/6/2021,Renewable,1
0013a00001gvF0HAAU,2/5/2020,2/4/2023,8/5/2021,Renewable,1
0013a00001gvFlbAAE,2/7/2020,2/6/2023,5/18/2021,Renewable,1
0013a00001gviuLAAQ,3/4/2020,3/3/2023,3/4/2020,Renewable,1
0013a00001gvjvUAAQ,7/9/2020,7/8/2022,7/9/2020,Renewable,1
0013a00001gvLbcAAE,2/5/2020,2/5/2024,2/6/2021,Renewable,1
0013a00001gvmtnAAA,2/8/2020,,2/8/2020,Evergreen,0
0013a00001gvSgDAAU,1/21/2020,1/20/2023,1/21/2020,Renewable,1
0013a00001gvSJnAAM,5/23/2020,5/22/2023,5/23/2020,Renewable,1
0013a00001gvUysAAE,3/11/2020,3/10/2023,3/11/2020,Renewable,1
0013a00001gvXeOAAU,2/19/2020,2/18/2023,2/19/2020,Renewable,1
0013a00001gvXrhAAE,2/7/2020,2/6/2022,2/7/2021,Renewable,1
0013a00001gvYFBAA2,3/18/2021,3/17/2024,3/18/2021,Renewable,1
0013a00001gvYZaAAM,2/9/2020,2/9/2022,2/10/2021,Renewable,1
0013a00001gw9rRAAQ,4/10/2020,8/10/2024,1/25/2022,Renewable,1
0013a00001gwA8DAAU,3/24/2020,3/23/2024,3/24/2021,Renewable,1
0013a00001gwE58AAE,3/11/2020,10/31/2023,8/31/2021,Renewable,1
0013a00001gwEe8AAE,3/26/2020,3/30/2023,2/1/2022,Renewable,1
0013a00001gwEtSAAU,5/1/2020,4/30/2023,5/1/2020,Renewable,1
0013a00001gwFYzAAM,2/12/2020,2/11/2023,2/12/2020,Renewable,1
0013a00001gwGlBAAU,3/6/2020,3/5/2023,3/6/2020,Renewable,1
0013a00001gwH80AAE,2/19/2020,2/18/2023,2/19/2020,Renewable,1
0013a00001gwi5LAAQ,2/19/2020,2/18/2021,2/19/2020,Renewable,1
0013a00001gwIVeAAM,2/11/2020,2/10/2024,2/11/2021,Renewable,1
0013a00001gwJ0yAAE,2/11/2020,,2/11/2020,Evergreen,0
0013a00001gwJRUAA2,3/3/2020,4/2/2023,3/3/2020,Renewable,1
0013a00001gwKqRAAU,8/25/2020,8/24/2024,8/25/2021,Renewable,1
0013a00001gwQceAAE,2/18/2020,2/17/2023,2/18/2020,Renewable,1
0013a00001gwQPaAAM,2/24/2020,2/23/2023,7/19/2021,Renewable,1
0013a00001gwufSAAQ,2/13/2020,2/12/2023,2/13/2020,Renewable,1
0013a00001gwUO7AAM,2/11/2020,2/10/2023,2/11/2020,Renewable,1
0013a00001gwuYHAAY,2/24/2020,2/23/2023,2/24/2020,Renewable,1
0013a00001gwvHCAAY,3/3/2020,3/2/2024,3/3/2021,Renewable,1
0013a00001gwvNFAAY,2/13/2020,2/12/2023,2/13/2020,Renewable,1
0013a00001gwwGyAAI,2/14/2020,2/13/2023,2/14/2022,Renewable,1
0013a00001gwZ50AAE,2/12/2020,2/11/2023,2/12/2020,Renewable,1
0013a00001gwZGXAA2,2/24/2020,2/23/2022,2/24/2020,Renewable,1
0013a00001gx2DFAAY,3/11/2020,3/10/2023,5/24/2021,Renewable,1
0013a00001gx2JJAAY,2/14/2020,2/13/2021,2/14/2020,Renewable,1
0013a00001gx2MYAAY,2/20/2020,2/19/2024,2/20/2021,Renewable,1
0013a00001gx2XCAAY,2/17/2020,,2/17/2020,Evergreen,0
0013a00001gx46NAAQ,2/19/2020,10/12/2020,2/19/2020,Evergreen,0
0013a00001gx4qzAAA,3/1/2020,8/31/2023,6/1/2020,Renewable,1
0013a00001gx5QEAAY,11/23/2020,,11/23/2020,Evergreen,0
0013a00001gx6oRAAQ,7/28/2020,11/27/2022,11/28/2021,Renewable,1
0013a00001gx6SpAAI,2/14/2020,,2/14/2020,Evergreen,0
0013a00001gx7E5AAI,3/2/2020,3/1/2024,3/2/2021,Renewable,1
0013a00001gx7tXAAQ,10/16/2019,10/16/2020,10/16/2019,Renewable,1
0013a00001gx891AAA,5/29/2020,5/28/2024,5/29/2021,Renewable,1
0013a00001gxo9dAAA,3/13/2020,3/12/2023,3/13/2020,Renewable,1
0013a00001gxWEcAAM,2/19/2020,6/18/2023,6/19/2020,Renewable,1
0013a00001gy1rIAAQ,4/30/2020,12/29/2020,12/30/2020,Renewable,1
0013a00001gy3BdAAI,2/21/2020,8/20/2021,2/21/2020,Renewable,1
0013a00001gy3UzAAI,3/3/2020,3/2/2024,3/3/2021,Renewable,1
0013a00001gy5f1AAA,2/19/2020,2/18/2024,2/19/2021,Renewable,1
0013a00001gy5ZmAAI,2/19/2020,9/23/2020,9/24/2020,Renewable,1
0013a00001gy7qkAAA,8/31/2021,9/30/2024,10/1/2021,Renewable,1
0013a00001gy7YHAAY,2/19/2020,8/18/2024,8/19/2021,Renewable,1
0013a00001gy88ZAAQ,2/19/2020,2/18/2024,2/19/2021,Renewable,1
0013a00001gy8xXAAQ,2/19/2020,2/18/2023,2/19/2020,Renewable,1
0013a00001gyEFkAAM,2/28/2020,2/27/2024,2/28/2021,Renewable,1
0013a00001gyGb0AAE,4/23/2019,4/23/2024,4/24/2021,Renewable,1
0013a00001gyGOuAAM,2/21/2020,2/20/2023,2/21/2020,Renewable,1
0013a00001gyHdvAAE,3/31/2020,3/30/2023,3/31/2020,Renewable,1
0013a00001gyHfNAAU,3/3/2020,3/2/2023,3/3/2020,Renewable,1
0013a00001gyICRAA2,2/24/2020,2/23/2024,2/24/2021,Renewable,1
0013a00001gyIu6AAE,2/20/2020,2/19/2024,2/20/2021,Renewable,1
0013a00001gyKuKAAU,2/27/2020,2/26/2023,2/27/2020,Renewable,1
0013a00001gyLhvAAE,2/20/2020,4/19/2024,4/20/2021,Renewable,1
0013a00001gyLkQAAU,4/28/2020,4/27/2021,4/28/2020,Renewable,1
0013a00001gyMDWAA2,2/27/2020,2/26/2023,2/27/2020,Renewable,1
0013a00001gyMi5AAE,2/28/2020,2/27/2023,2/28/2020,Renewable,1
0013a00001gyMOjAAM,2/20/2020,6/19/2023,8/26/2021,Renewable,1
0013a00001gyNkwAAE,1/22/2021,1/21/2024,7/13/2021,Renewable,1
0013a00001gyObMAAU,2/27/2020,2/26/2023,2/27/2020,Renewable,1
0013a00001gySDZAA2,2/24/2020,2/23/2023,2/24/2020,Renewable,1
0013a00001gySKkAAM,2/24/2020,2/23/2023,2/24/2020,Renewable,1
0013a00001gySLEAA2,4/8/2020,4/7/2024,4/8/2021,Renewable,1
0013a00001gyUDNAA2,3/5/2020,3/4/2022,3/5/2020,Renewable,1
0013a00001hiu08AAA,4/1/2020,6/30/2023,7/1/2020,Renewable,1
0013a00001hiu4UAAQ,6/2/2020,6/1/2023,1/30/2021,Renewable,1
0013a00001hiuADAAY,8/10/2020,8/9/2023,8/10/2020,Renewable,1
0013a00001hiuBbAAI,2/3/2021,2/2/2025,2/3/2022,Renewable,1
0013a00001hix0rAAA,9/9/2021,9/8/2024,9/9/2021,Renewable,1
0013a00001hj3lhAAA,3/24/2020,3/23/2021,3/24/2020,Renewable,1
0013a00001hj5jzAAA,3/17/2020,,3/17/2020,Evergreen,0
0013a00001hj5s8AAA,3/17/2020,3/16/2023,3/17/2020,Renewable,1
0013a00001hj5WDAAY,4/1/2020,3/31/2023,4/1/2020,Renewable,1
0013a00001hj8XYAAY,5/27/2020,5/26/2023,5/27/2020,Renewable,1
0013a00001hj9MFAAY,4/30/2020,4/29/2023,4/30/2020,Renewable,1
0013a00001hjabyAAA,4/17/2020,4/16/2023,4/17/2020,Renewable,1
0013a00001hjAIsAAM,10/21/2021,1/20/2025,1/21/2022,Renewable,1
0013a00001hjenDAAQ,3/27/2020,3/26/2022,3/27/2020,Renewable,1
0013a00001hjG37AAE,3/19/2020,3/18/2021,3/19/2020,Renewable,1
0013a00001hjhqxAAA,3/24/2020,3/23/2022,3/24/2020,Renewable,1
0013a00001hjLF4AAM,3/24/2020,3/23/2023,1/31/2022,Renewable,1
0013a00001hjLjSAAU,3/19/2020,3/18/2023,3/19/2020,Renewable,1
0013a00001hjLmDAAU,3/24/2020,3/23/2024,3/24/2021,Renewable,1
0013a00001hjMT3AAM,3/23/2020,3/22/2024,3/23/2021,Renewable,1
0013a00001hjO6cAAE,4/23/2020,2/12/2022,2/13/2022,Renewable,1
0013a00001hjRxBAAU,3/18/2020,3/19/2021,3/18/2020,Renewable,1
0013a00001hjSDGAA2,4/1/2020,9/30/2022,8/1/2020,Renewable,1
0013a00001hjTPhAAM,7/1/2020,6/30/2023,2/2/2022,Renewable,1
0013a00001hJvgIAAS,3/10/2020,7/9/2023,7/10/2020,Renewable,1
0013a00001hJVQ6AAO,2/26/2020,2/25/2024,9/26/2021,Renewable,1
0013a00001hjXKrAAM,5/5/2020,7/4/2022,7/5/2021,Renewable,1
0013a00001hJxYVAA0,2/24/2020,,2/24/2020,Evergreen,0
0013a00001hJyViAAK,3/23/2020,,3/23/2020,Evergreen,0
0013a00001hjZEAAA2,3/20/2020,3/23/2023,1/24/2022,Renewable,1
0013a00001hjzmPAAQ,3/31/2020,6/30/2022,3/31/2020,Renewable,1
0013a00001hJzWzAAK,2/25/2020,2/24/2023,2/25/2020,Renewable,1
0013a00001hk1eCAAQ,3/23/2020,3/22/2023,3/23/2020,Renewable,1
0013a00001hK1lhAAC,3/22/2021,4/21/2023,4/22/2021,Renewable,1
0013a00001hk1NKAAY,3/23/2020,3/22/2023,3/3/2021,Renewable,1
0013a00001hk252AAA,8/1/2020,7/31/2023,8/1/2020,Renewable,1
0013a00001hK2IOAA0,3/4/2020,3/3/2023,3/4/2020,Renewable,1
0013a00001hK5apAAC,2/24/2020,2/23/2023,2/24/2020,Renewable,1
0013a00001hK5sUAAS,7/1/2020,6/29/2023,9/23/2021,Renewable,1
0013a00001hk7HCAAY,3/7/2018,9/6/2024,9/7/2021,Evergreen,0
0013a00001hk9NcAAI,6/27/2017,,6/27/2017,Evergreen,0
0013a00001hKa2MAAS,2/26/2020,2/25/2023,2/26/2020,Renewable,1
0013a00001hkA7RAAU,3/24/2020,3/23/2023,3/24/2020,Renewable,1
0013a00001hKaRmAAK,7/31/2020,6/29/2023,2/1/2021,Renewable,1
0013a00001hkbaMAAQ,4/6/2020,6/15/2022,10/28/2021,Renewable,1
0013a00001hkBBbAAM,7/28/2020,7/27/2023,7/28/2020,Renewable,1
0013a00001hkbbKAAQ,10/26/2020,10/25/2023,10/26/2020,Renewable,1
0013a00001hkBngAAE,4/25/2020,3/24/2023,4/25/2020,Renewable,1
0013a00001hKchxAAC,5/16/2019,11/30/2022,6/1/2021,Renewable,1
0013a00001hkcvsAAA,4/17/2020,,4/17/2020,Evergreen,0
0013a00001hkd33AAA,3/30/2020,2/8/2023,2/9/2022,Renewable,1
0013a00001hkdIxAAI,3/27/2020,3/26/2023,3/27/2020,Renewable,1
0013a00001hKeb0AAC,2/28/2020,,2/28/2020,Evergreen,0
0013a00001hKejYAAS,2/28/2020,10/1/2023,12/2/2020,Renewable,1
0013a00001hKEv7AAG,2/25/2020,2/25/2024,2/26/2021,Renewable,1
0013a00001hKF3fAAG,5/19/2020,7/18/2024,7/19/2021,Renewable,1
0013a00001hkF8rAAE,10/16/2018,10/15/2024,10/16/2021,Renewable,1
0013a00001hkgMjAAI,6/9/2020,6/4/2024,9/20/2021,Renewable,1
0013a00001hkgOqAAI,10/20/2020,10/19/2023,10/8/2021,Renewable,1
0013a00001hKIfIAAW,2/25/2020,2/24/2023,2/25/2020,Renewable,1
0013a00001hKIqGAAW,2/25/2020,2/25/2021,2/25/2020,Renewable,1
0013a00001hKJaEAAW,2/25/2020,2/24/2024,2/25/2021,Renewable,1
0013a00001hKjq5AAC,2/28/2020,3/8/2023,3/9/2020,Renewable,1
0013a00001hKKOJAA4,2/28/2020,2/27/2024,2/28/2021,Renewable,1
0013a00001hKkzEAAS,2/28/2020,2/27/2023,2/28/2020,Renewable,1
0013a00001hkLamAAE,3/26/2020,3/25/2023,3/26/2020,Renewable,1
0013a00001hklGmAAI,3/28/2020,12/19/2020,3/28/2020,Evergreen,0
0013a00001hklXUAAY,6/30/2020,6/29/2023,11/15/2021,Renewable,1
0013a00001hkMgqAAE,9/15/2020,1/15/2023,1/12/2022,Renewable,1
0013a00001hkmM2AAI,3/31/2020,3/30/2024,3/31/2021,Renewable,1
0013a00001hkMT3AAM,3/31/2020,3/30/2023,3/31/2020,Renewable,1
0013a00001hkNMXAA2,3/25/2020,3/24/2023,3/25/2020,Renewable,1
0013a00001hKoFcAAK,2/27/2020,3/26/2023,2/27/2020,Renewable,1
0013a00001hKQEbAAO,2/28/2020,8/27/2020,2/28/2020,Renewable,1
0013a00001hKrxoAAC,3/26/2020,9/25/2023,3/26/2020,Renewable,1
0013a00001hKSc5AAG,9/30/2021,10/29/2022,10/30/2021,Renewable,1
0013a00001hKSHlAAO,9/25/2020,12/24/2023,9/25/2020,Renewable,1
0013a00001hkTFqAAM,3/31/2020,,3/31/2020,Evergreen,0
0013a00001hktocAAA,3/31/2020,,3/31/2020,Evergreen,0
0013a00001hKUGuAAO,3/4/2020,3/3/2023,3/4/2020,Renewable,1
0013a00001hkUnrAAE,4/20/2020,4/19/2023,4/20/2020,Renewable,1
0013a00001hkUnwAAE,8/28/2020,8/27/2023,8/28/2020,Renewable,1
0013a00001hKuXQAA0,3/2/2020,6/9/2024,12/15/2021,Renewable,1
0013a00001hkVZgAAM,5/12/2020,9/24/2023,10/12/2020,Renewable,1
0013a00001hkwCoAAI,3/31/2020,3/30/2023,2/25/2021,Renewable,1
0013a00001hKWk2AAG,5/29/2020,5/28/2023,5/29/2020,Renewable,1
0013a00001hKwL0AAK,9/28/2020,3/31/2024,1/1/2022,Renewable,1
0013a00001hkxl5AAA,7/1/2020,6/30/2023,7/1/2020,Renewable,1
0013a00001hKyagAAC,6/26/2020,6/25/2023,6/26/2020,Renewable,1
0013a00001hkYBPAA2,4/8/2020,,4/8/2020,Evergreen,0
0013a00001hKYCEAA4,3/13/2020,3/12/2023,2/12/2021,Renewable,1
0013a00001hkylKAAQ,4/7/2020,4/6/2024,4/7/2021,Renewable,1
0013a00001hkYWyAAM,9/10/2020,9/9/2023,9/10/2020,Renewable,1
0013a00001hkYy8AAE,3/27/2020,3/26/2024,3/27/2021,Renewable,1
0013a00001hkzzIAAQ,3/31/2020,6/5/2022,3/16/2021,Renewable,1
0013a00001hl02gAAA,5/14/2020,5/24/2023,8/14/2020,Renewable,1
0013a00001hL0C2AAK,2/28/2020,3/8/2023,3/9/2020,Renewable,1
0013a00001hl12GAAQ,1/25/2022,1/24/2025,1/25/2022,Renewable,1
0013a00001hL3h1AAC,11/29/2018,12/12/2022,12/13/2019,Renewable,1
0013a00001hL3itAAC,8/1/2021,7/31/2022,8/1/2021,Renewable,1
0013a00001hL3iuAAC,9/26/2016,12/31/2023,2/26/2021,Renewable,1
0013a00001hL3ivAAC,10/3/2018,,2/22/2021,Evergreen,0
0013a00001hL3j0AAC,11/26/2019,11/25/2023,11/26/2020,Renewable,1
0013a00001hL3j1AAC,7/15/2019,7/15/2023,7/16/2020,Renewable,1
0013a00001hL3jaAAC,11/23/2016,,1/4/2021,Evergreen,0
0013a00001hL3jCAAS,8/21/2020,9/20/2023,6/14/2021,Renewable,1
0013a00001hL3jfAAC,12/9/2020,,12/9/2020,Evergreen,0
0013a00001hL3jHAAS,11/25/2019,11/24/2022,11/25/2019,Renewable,1
0013a00001hL3jrAAC,2/16/2018,,2/16/2018,Evergreen,0
0013a00001hL3jvAAC,2/17/2017,9/16/2023,9/17/2020,Renewable,1
0013a00001hL3k3AAC,1/19/2017,9/18/2022,1/19/2017,Renewable,1
0013a00001hL3kCAAS,4/11/2018,,1/25/2021,Evergreen,0
0013a00001hL3kiAAC,9/27/2019,9/26/2024,9/27/2021,Renewable,1
0013a00001hL3kIAAS,10/8/2020,10/7/2023,10/8/2020,Renewable,1
0013a00001hL3kjAAC,2/12/2020,2/13/2023,3/14/2021,Renewable,1
0013a00001hL3klAAC,7/9/2018,,7/9/2018,Evergreen,0
0013a00001hL3ksAAC,4/29/2016,,2/24/2021,Evergreen,0
0013a00001hL3kZAAS,8/26/2020,8/25/2023,12/26/2020,Renewable,1
0013a00001hL3l0AAC,12/10/2019,12/9/2022,12/10/2019,Renewable,1
0013a00001hL3l7AAC,10/31/2019,10/30/2022,10/31/2019,Renewable,1
0013a00001hL3l9AAC,7/20/2020,8/19/2024,9/24/2021,Renewable,1
0013a00001hL3laAAC,6/30/2021,9/29/2024,9/30/2021,Renewable,1
0013a00001hL3lbAAC,5/10/2016,,5/10/2016,Evergreen,0
0013a00001hL3lhAAC,4/7/2017,,2/15/2021,Evergreen,0
0013a00001hL3lmAAC,12/9/2016,,3/15/2021,Evergreen,0
0013a00001hL3lPAAS,4/11/2018,11/10/2024,11/11/2021,Renewable,1
0013a00001hL3lqAAC,10/3/2019,,12/18/2020,Evergreen,0
0013a00001hL3lWAAS,1/5/2018,,1/5/2018,Evergreen,0
0013a00001hL3mAAAS,1/26/2017,9/25/2022,3/12/2021,Renewable,1
0013a00001hL3mgAAC,10/4/2018,,10/4/2018,Evergreen,0
0013a00001hL3mIAAS,11/30/2020,11/29/2023,11/30/2020,Renewable,1
0013a00001hL3mYAAS,12/8/2020,12/7/2023,12/8/2020,Renewable,1
0013a00001hL3n0AAC,1/14/2020,1/13/2023,1/14/2020,Renewable,1
0013a00001hL3o4AAC,10/25/2016,,10/25/2016,Evergreen,0
0013a00001hL3o5AAC,7/17/2017,,7/17/2017,Evergreen,0
0013a00001hL3o6AAC,8/4/2021,8/3/2024,2/4/2022,Renewable,1
0013a00001hL3oBAAS,3/7/2016,,3/7/2016,Evergreen,0
